+0000.0000000000000000,+0001.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000
+0000.0000963602140735,+0000.0000000000000000,+0000.0000000000000000,+0000.9999036396407974,+0000.0000000001451290
+0000.0000963688973857,+0000.0000000000000000,+0000.0000000000000000,+0000.9999036297967910,+0000.0000000013058234
+0000.0000963775151156,+0000.0000000000000000,+0000.0000000000000000,+0000.9999036188599923,+0000.0000000036248922
+0000.0000963860226659,+0000.0000000000000000,+0000.0000000000000000,+0000.9999036068801057,+0000.0000000070972286
+0000.0000963943756703,+0000.0000000000000000,+0000.0000000000000000,+0000.9999035939093973,+0000.0000000117149320
+0000.0000964025301023,+0000.0000000000000000,+0000.0000000000000000,+0000.9999035800025756,+0000.0000000174673220
+0000.0000964104423826,+0000.0000000000000000,+0000.0000000000000000,+0000.9999035652166602,+0000.0000000243409571
+0000.0000964180694869,+0000.0000000000000000,+0000.0000000000000000,+0000.9999035496108500,+0000.0000000323196630
+0000.0000964253690514,+0000.0000000000000000,+0000.0000000000000000,+0000.9999035332463833,+0000.0000000413845652
+0000.0000964322994784,+0000.0000000000000000,+0000.0000000000000000,+0000.9999035161863910,+0000.0000000515141306
+0000.0000964388200397,+0000.0000000000000000,+0000.0000000000000000,+0000.9999034984957460,+0000.0000000626842145
+0000.0000964448909783,+0000.0000000000000000,+0000.0000000000000000,+0000.9999034802409066,+0000.0000000748681151
+0000.0000964504736083,+0000.0000000000000000,+0000.0000000000000000,+0000.9999034614897575,+0000.0000000880366344
+0000.0000964555304119,+0000.0000000000000000,+0000.0000000000000000,+0000.9999034423114423,+0000.0000001021581458
+0000.0000964600251343,+0000.0000000000000000,+0000.0000000000000000,+0000.9999034227761980,+0000.0000001171986677
+0000.0000964639228756,+0000.0000000000000000,+0000.0000000000000000,+0000.9999034029551808,+0000.0000001331219440
+0000.0000964671901794,+0000.0000000000000000,+0000.0000000000000000,+0000.9999033829202904,+0000.0000001498895303
+0000.0000964697951180,+0000.0000000000000000,+0000.0000000000000000,+0000.9999033627439963,+0000.0000001674608859
+0000.0000964717073739,+0000.0000000000000000,+0000.0000000000000000,+0000.9999033424991541,+0000.0000001857934719
+0000.0000964728983178,+0000.0000000000000000,+0000.0000000000000000,+0000.9999033222588278,+0000.0000002048428544
+0000.0000964733410814,+0000.0000000000000000,+0000.0000000000000000,+0000.9999033020961057,+0000.0000002245628131
+0000.0000964730106270,+0000.0000000000000000,+0000.0000000000000000,+0000.9999032820839184,+0000.0000002449054545
+0000.0000964718838119,+0000.0000000000000000,+0000.0000000000000000,+0000.9999032622948583,+0000.0000002658213300
