+0000.0000000000000000,+0000.0000000000000000
-0001.5707963267948968,+0003.1415926535897927
+0003.1415926535897931,+0001.5707963267948963
+0001.5707963267948966,-0000.0000000000000001
-0000.0000000000000001,-0001.5707963267948968
-0001.5707963267948968,+0003.1415926535897927
+0003.1415926535897931,+0001.5707963267948961
+0001.5707963267948968,-0000.0000000000000005
+0000.0000000000000000,-0001.5707963267948972
-0001.5707963267948959,+0003.1415926535897927
-0000.3799091300424335,+0001.5707963267948959
-0001.5707963267948999,-0000.0000000000000006
+0003.1415926535897909,-0001.5707963267948972
+0001.5707963267948943,+0003.1415926535897927
-0000.0000000000000020,+0001.5707963267948961
-0001.5707963267948983,-0000.0000000000000002
+0003.1415926535897913,-0001.5707963267948966
+0001.5707963267948950,-0003.1415926535897927
-0000.0000000000000016,+0001.5707963267948983
-0001.5707963267948981,+0000.0000000000000053
+0003.1415926535897918,+0001.0468223072407536
+0001.5707963267948954,-0000.0000000000000089
-0000.0000000000000011,-0001.5707963267949021
-0001.5707963267948974,+0003.1415926535897891
+0003.1415926535897927,+0001.5707963267948932
+0001.5707963267948963,-0000.0000000000000031
+0000.0000000000000003,-0001.5707963267948994
-0001.5707963267948954,+0003.1415926535897905
-0003.1415926535897905,+0001.5707963267948943
+0001.5707963267949041,-0000.0000000000000022
+0002.6267866984699824,-0001.5707963267948986
+0001.5707963267948846,+0003.1415926535897913
-0000.0000000000000074,+0001.5707963267948950
-0001.5707963267949019,-0000.0000000000000014
+0003.1415926535897887,-0001.5707963267948977
+0001.5707963267948926,+0003.1415926535897927
-0000.0000000000000037,+0001.5707963267948966
-0001.5707963267949001,+0000.0000000000000011
+0003.1415926535897900,-0001.5707963267948932
+0001.5707963267948937,-0003.1415926535897825
-0000.0000000000000026,-0002.0866494592900797
-0001.5707963267948990,+0003.1415926535897762
+0003.1415926535897913,+0001.5707963267948868
+0001.5707963267948950,-0000.0000000000000073
-0000.0000000000000012,-0001.5707963267949026
-0001.5707963267948972,+0003.1415926535897878
-0003.1415926535897931,+0001.5707963267948917
+0001.5707963267948981,-0000.0000000000000044
+0000.0000000000000049,-0001.5707963267949006
-0001.5707963267948823,+0003.1415926535897896
-0000.5173381136512480,+0001.5707963267948932
-0001.5707963267949177,-0000.0000000000000029
+0003.1415926535897811,-0001.5707963267948990
+0001.5707963267948875,+0003.1415926535897913
-0000.0000000000000077,+0001.5707963267948952
-0001.5707963267949032,-0000.0000000000000006
+0003.1415926535897873,-0001.5707963267948961
+0001.5707963267948912,-0003.1415926535897909
-0000.0000000000000049,+0001.5707963267949028
-0001.5707963267949010,+0000.0000000000000174
+0003.1415926535897891,+0001.0413363578775694
+0001.5707963267948930,-0000.0000000000000263
-0000.0000000000000030,-0001.5707963267949117
-0001.5707963267948990,+0003.1415926535897820
+0003.1415926535897918,+0001.5707963267948872
+0001.5707963267948961,-0000.0000000000000079
+0000.0000000000000009,-0001.5707963267949037
-0001.5707963267948937,+0003.1415926535897869
-0003.1415926535897856,+0001.5707963267948910
+0001.5707963267949177,-0000.0000000000000051
+0002.6076295021476357,-0001.5707963267949012
+0001.5707963267948657,+0003.1415926535897891
-0000.0000000000000178,+0001.5707963267948934
-0001.5707963267949097,-0000.0000000000000025
+0003.1415926535897825,-0001.5707963267948983
+0001.5707963267948877,+0003.1415926535897927
-0000.0000000000000080,+0001.5707963267948979
-0001.5707963267949037,+0000.0000000000000038
+0003.1415926535897869,-0001.5707963267948875
+0001.5707963267948910,-0003.1415926535897691
-0000.0000000000000050,-0002.1016744525752982
-0001.5707963267949010,+0003.1415926535897580
+0003.1415926535897896,+0001.5707963267948768
+0001.5707963267948939,-0000.0000000000000147
-0000.0000000000000016,-0001.5707963267949085
-0001.5707963267948970,+0003.1415926535897829
-0003.1415926535897918,+0001.5707963267948875
+0001.5707963267949008,-0000.0000000000000081
+0000.0000000000000099,-0001.5707963267949039
-0001.5707963267948708,+0003.1415926535897869
-0000.5001281788978497,+0001.5707963267948908
-0001.5707963267949350,-0000.0000000000000051
+0003.1415926535897714,-0001.5707963267949008
+0001.5707963267948806,+0003.1415926535897900
-0000.0000000000000133,+0001.5707963267948943
-0001.5707963267949081,-0000.0000000000000007
+0003.1415926535897833,-0001.5707963267948952
+0001.5707963267948877,-0003.1415926535897887
-0000.0000000000000080,+0001.5707963267949077
-0001.5707963267949037,+0000.0000000000000295
+0003.1415926535897869,+0001.0717632173902580
