+0001.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000
+0000.9411764705882351,+0000.0553633217993079,+0000.0034602076124567,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000
+0000.7631016242503700,+0000.2039153173836826,+0000.0329827248893818,+0000.0000003334745562,+0000.0000000000020089,+0000.0000000000000000
+0000.5364402124357310,+0000.3420725786277277,+0000.1214816385231558,+0000.0000055703389528,+0000.0000000000744322,+0000.0000000000000003
+0000.3436211164153707,+0000.3826880314079826,+0000.2736574334490101,+0000.0000334179092090,+0000.0000000008184209,+0000.0000000000000068
+0000.2099526481502335,+0000.3368234957405258,+0000.4531047453053579,+0000.0001191059623494,+0000.0000000048414710,+0000.0000000000000627
+0000.1255269727997004,+0000.2578300555280333,+0000.6163361472559578,+0000.0003068049968177,+0000.0000000194191310,+0000.0000000000003599
+0000.0742957956134931,+0000.1828529884017927,+0000.7422154861366315,+0000.0006356702060297,+0000.0000000596405632,+0000.0000000000014901
+0000.0437506307297038,+0000.1247144309132774,+0000.8304022226820851,+0000.0011325646010824,+0000.0000001510689871,+0000.0000000000048648
+0000.0256921648141395,+0000.0834799949698194,+0000.8890148370731841,+0000.0018126716509446,+0000.0000003314786369,+0000.0000000000132765
+0000.0150643261487608,+0000.0554055464726338,+0000.9268463767858146,+0000.0026830987832989,+0000.0000006517779581,+0000.0000000000315347
+0000.0088263613362779,+0000.0366386037442797,+0000.9507876701793834,+0000.0037461882694664,+0000.0000011764034881,+0000.0000000000671055
+0000.0051709169235475,+0000.0241913384287568,+0000.9656340496477926,+0000.0050017114505257,+0000.0000019834186791,+0000.0000000001306997
+0000.0030306504129805,+0000.0159610991557152,+0000.9745569551760351,+0000.0064481305576431,+0000.0000031644608507,+0000.0000000002367772
+0000.0017778025878422,+0000.0105252674165606,+0000.9796088371639317,+0000.0080832678152072,+0000.0000048246125069,+0000.0000000004039531
