+0001.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000
+0000.5704399352258269,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0081049068825316,+0000.1296785101205051,+0000.2917766477711365
+0000.1973481096369213,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0151443752898694,+0000.2423100046379105,+0000.5451975104352985
+0000.0739798484047441,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0174720783319860,+0000.2795532533117754,+0000.6289948199514946
+0000.0314208575079505,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0182750781602274,+0000.2924012505636376,+0000.6579028137681843
+0000.0145878391144810,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0185926822808589,+0000.2974829164937416,+0000.6693365621109186
+0000.0071912912965224,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0187322397868581,+0000.2997158365897291,+0000.6743606323268904
+0000.0036931508483156,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0187982424368243,+0000.3007718789891877,+0000.6767367277256726
+0000.0019515477148672,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188311028733044,+0000.3012976459728702,+0000.6779197034389582
+0000.0010523611040232,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188480686584147,+0000.3015690985346345,+0000.6785304717029277
+0000.0005758354133593,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188570597091819,+0000.3017129553469104,+0000.6788541495305486
+0000.0003184650491324,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188619157537900,+0000.3017906520606393,+0000.6790289671364382
+0000.0001775133974834,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188645752189154,+0000.3018332035026465,+0000.6791247078809548
+0000.0000995227644882,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188660467402927,+0000.3018567478446827,+0000.6791776826505365
+0000.0000560389823964,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188668671890114,+0000.3018698750241823,+0000.6792072188044103
+0000.0000316562499498,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188673272405670,+0000.3018772358490717,+0000.6792237806604114
+0000.0000179257856555,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188675863059310,+0000.3018813808948963,+0000.6792331070135170
+0000.0000101691472980,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188677326575982,+0000.3018837225215703,+0000.6792383756735337
+0000.0000057767406318,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188678155331956,+0000.3018850485311298,+0000.6792413591950427
+0000.0000032849343034,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188678625484094,+0000.3018858007745497,+0000.6792430517427375
+0000.0000018694164060,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188678892562942,+0000.3018862281007074,+0000.6792440132265924
+0000.0000010644819734,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188679044437364,+0000.3018864710997813,+0000.6792445599745086
+0000.0000006064029179,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188679130867374,+0000.3018866093877982,+0000.6792448711225466
+0000.0000003455637045,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188679180082320,+0000.3018866881317116,+0000.6792450482963519
+0000.0000001969715590,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188679208118574,+0000.3018867329897179,+0000.6792451492268659
+0000.0000001122951146,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188679224095262,+0000.3018867585524181,+0000.6792452067429412
+0000.0000000640294923,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188679233201983,+0000.3018867731231720,+0000.6792452395271374
+0000.0000000365128685,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188679238393799,+0000.3018867814300772,+0000.6792452582176745
+0000.0000000208231826,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188679241354117,+0000.3018867861665863,+0000.6792452688748197
+0000.0000000118761285,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0188679243042240,+0000.3018867888675837,+0000.6792452749520639
