+0001.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000
+0000.6923076923076920,+0000.2130177514792899,+0000.0946745562130177,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000
+0000.2563873431459763,+0000.2755718758443623,+0000.4680316567751216,+0000.0000091241795735,+0000.0000000000549656,+0000.0000000000000001
+0000.0790366644012206,+0000.1400969257019649,+0000.7807716236347753,+0000.0000947847625709,+0000.0000000014994635,+0000.0000000000000041
+0000.0235151704072162,+0000.0575330398839428,+0000.9186129744529542,+0000.0003388036362381,+0000.0000000116195887,+0000.0000000000000595
+0000.0069258780862126,+0000.0227202383070247,+0000.9695805537361446,+0000.0007732809322635,+0000.0000000489379707,+0000.0000000000003838
+0000.0020362904189274,+0000.0088904664093202,+0000.9876697697277903,+0000.0014033279710648,+0000.0000001454713410,+0000.0000000000015562
+0000.0006009939320681,+0000.0034546744683857,+0000.9937164676771364,+0000.0022275167897032,+0000.0000003471280155,+0000.0000000000046915
+0000.0001787423902854,+0000.0013318550022638,+0000.9952450390526884,+0000.0032436498957789,+0000.0000007136474284,+0000.0000000000115557
+0000.0000536841137295,+0000.0005092722082338,+0000.9949859683117337,+0000.0044497568616260,+0000.0000013184800510,+0000.0000000000246267
+0000.0000162965369571,+0000.0001932248015785,+0000.9939441702444280,+0000.0058440597038806,+0000.0000022486660382,+0000.0000000000471187
+0000.0000050002520567,+0000.0000727989566899,+0000.9924937808548057,+0000.0074248151449068,+0000.0000036047085611,+0000.0000000000829811
+0000.0000015502222866,+0000.0000272594359169,+0000.9907754879986158,+0000.0091902017721962,+0000.0000055004341097,+0000.0000000001368765
+0000.0000004855810528,+0000.0000101534737023,+0000.9888430400463597,+0000.0111382578488932,+0000.0000080628358660,+0000.0000000002141277
+0000.0000001539437177,+0000.0000037650465786,+0000.9867177975562152,+0000.0132668512338979,+0000.0000114318989081,+0000.0000000003206845
+0000.0000000498814946,+0000.0000013909732610,+0000.9844091317526886,+0000.0155736665217857,+0000.0000157604071262,+0000.0000000004636463
+0000.0000000171952909,+0000.0000005124400441,+0000.9819220552569101,+0000.0180562007208706,+0000.0000212137315552,+0000.0000000006553320
+0000.0000000071454198,+0000.0000001885474402,+0000.9792600707690566,+0000.0207117630143778,+0000.0000279695969178,+0000.0000000009267908
