+0001.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000
+0000.9878048780487804,+0000.0120464009518144,+0000.0001487209994051,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000
+0000.9480387493635208,+0000.0504910928846525,+0000.0014701434188798,+0000.0000000143328594,+0000.0000000000000863,+0000.0000000000000000
+0000.8797612800040900,+0000.1139600180331789,+0000.0062784558561571,+0000.0000002461033135,+0000.0000000000032590,+0000.0000000000000000
+0000.7880991978020468,+0000.1938385588355022,+0000.0180606208844403,+0000.0000016224401982,+0000.0000000000378106,+0000.0000000000000004
+0000.6828701765883665,+0000.2763488557705551,+0000.0407742466816707,+0000.0000067207148656,+0000.0000000002445367,+0000.0000000000000041
+0000.5750372793688538,+0000.3472459904573377,+0000.0776958140878168,+0000.0000209149821507,+0000.0000000011038134,+0000.0000000000000262
+0000.4734156302900042,+0000.3962909494430801,+0000.1302400273054099,+0000.0000533890703015,+0000.0000000038910792,+0000.0000000000001238
+0000.3832636083958877,+0000.4193431755919469,+0000.1972756017991752,+0000.0001176027802945,+0000.0000000114322264,+0000.0000000000004682
+0000.3066003229022534,+0000.4178906168837672,+0000.2752781001649807,+0000.0002309308670665,+0000.0000000291804390,+0000.0000000000014919
+0000.2432624946945018,+0000.3970755894093403,+0000.3592483631045319,+0000.0004134862199650,+0000.0000000665675091,+0000.0000000000041503
+0000.1919356561625560,+0000.3634276463312161,+0000.4439501163733309,+0000.0006864426008232,+0000.0000001385217371,+0000.0000000000103354
+0000.1508714415517620,+0000.3231117672429712,+0000.5249462045758937,+0000.0010703195910810,+0000.0000002670148164,+0000.0000000000234744
+0000.1182946157767038,+0000.2809806115348965,+0000.5991406682242392,+0000.0015836219056651,+0000.0000004825091669,+0000.0000000000493270
+0000.0925953047852813,+0000.2403268471421321,+0000.6648350028986985,+0000.0022420198625325,+0000.0000008252143724,+0000.0000000000969821
+0000.0723970947447425,+0000.2030626346127035,+0000.7214808703831463,+0000.0030580539718028,+0000.0000013461075715,+0000.0000000001800324
+0000.0565622407774806,+0000.1700675924690755,+0000.7693268300941420,+0000.0040412286293424,+0000.0000021077120605,+0000.0000000003178979
+0000.0441692711762053,+0000.1415402178570863,+0000.8090889924047779,+0000.0051983333706786,+0000.0000031846539974,+0000.0000000005372535
+0000.0344813409761233,+0000.1172795568915479,+0000.8417005787048697,+0000.0065338585246045,+0000.0000046640293325,+0000.0000000008735215
+0000.0269140530735005,+0000.0968824843520960,+0000.8681463980432188,+0000.0080504175430317,+0000.0000066456157722,+0000.0000000013723807
+0000.0210064105119434,+0000.0798688519915994,+0000.8893663646821828,+0000.0097491287611489,+0000.0000092419618684,+0000.0000000020912569
+0000.0163960737946010,+0000.0657540675260674,+0000.9062073396618593,+0000.0116299375364020,+0000.0000125783803133,+0000.0000000031007574
+0000.0127989530243241,+0000.0540869744541051,+0000.9194053988894295,+0000.0136918762790347,+0000.0000167928670848,+0000.0000000044860223
+0000.0099926955135265,+0000.0444664725699636,+0000.9295855215013714,+0000.0159332681040481,+0000.0000220359631203,+0000.0000000063479708
+0000.0078034845532780,+0000.0365459726245281,+0000.9372701804967438,+0000.0183518829499574,+0000.0000284705710698,+0000.0000000088044240
+0000.0060955668284277,+0000.0300314195704012,+0000.9428916744861808,+0000.0209450553875013,+0000.0000362717363980,+0000.0000000119910926
+0000.0047629871437992,+0000.0246763060552289,+0000.9468052918850258,+0000.0237097724539271,+0000.0000456263996011,+0000.0000000160624195
+0000.0037230881001087,+0000.0202756136876602,+0000.9493018053793063,+0000.0266427385162276,+0000.0000567331244296,+0000.0000000211922695
+0000.0029114104100382,+0000.0166597136509106,+0000.9506186237579363,+0000.0297404228010289,+0000.0000698018056282,+0000.0000000275744596
+0000.0022776991600600,+0000.0136887276330457,+0000.9509493904166089,+0000.0329990940084595,+0000.0000850533587059,+0000.0000000354231221
+0000.0017827803103690,+0000.0112475517245013,+0000.9504520581892522,+0000.0364148454094492,+0000.0001027193935401,+0000.0000000449728905
+0000.0013961202834238,+0000.0092415862763932,+0000.9492555820781940,+0000.0399836130099807,+0000.0001230418731152,+0000.0000000564788955
+0000.0010939207753545,+0000.0075931352593737,+0000.9474654122627478,+0000.0437011887276178,+0000.0001462727583560,+0000.0000000702165530
+0000.0008576323591591,+0000.0062384041070130,+0000.9451679733786349,+0000.0475632300342943,+0000.0001726736397815,+0000.0000000864811202
+0000.0006727954238698,+0000.0051250146085456,+0000.9424343018790158,+0000.0515652671450180,+0000.0002025153565618,+0000.0000001055869920
+0000.0005281367423194,+0000.0042099572218648,+0000.9393229920166345,+0000.0557027085490152,+0000.0002360776034695,+0000.0000001278666999
+0000.0004148655237090,+0000.0034579085557525,+0000.9358825782579986,+0000.0599708454667994,+0000.0002736485261681,+0000.0000001536695764
+0000.0003261250431053,+0000.0028398511290888,+0000.9321534605055016,+0000.0643648556569944,+0000.0003155243052674,+0000.0000001833600470
+0000.0002565655421125,+0000.0023319420105585,+0000.9281694595247336,+0000.0688798068775084,+0000.0003620087295709,+0000.0000002173155206
+0000.0002020116191782,+0000.0019145857068972,+0000.9239590737741687,+0000.0735106602169258,+0000.0004134127589544,+0000.0000002559238805
+0000.0001592032167656,+0000.0015716743613031,+0000.9195464953177878,+0000.0782522734461953,+0000.0004700540773285,+0000.0000002995806245
+0000.0001255939165927,+0000.0012899648808356,+0000.9149524313884729,+0000.0830994044921525,+0000.0005322566361468,+0000.0000003486858047
+0000.0000991938502578,+0000.0010585680992399,+0000.9101947691217194,+0000.0880467150988058,+0000.0006003501889113,+0000.0000004036410713
+0000.0000784473391500,+0000.0008685296216160,+0000.9052891136583642,+0000.0930887747164024,+0000.0006746698170953,+0000.0000004648473773
+0000.0000621375662817,+0000.0007124857262867,+0000.9002492239157043,+0000.0982200646396452,+0000.0007555554478182,+0000.0000005327042694
+0000.0000493122884792,+0000.0005843807485610,+0000.8950873655840758,+0000.1034349824032253,+0000.0008433513634585,+0000.0000006076122064
+0000.0000392259260451,+0000.0004792348585013,+0000.8898145970986091,+0000.1087278464337089,+0000.0009384057031472,+0000.0000006899799945
+0000.0000312944015396,+0000.0003929531714257,+0000.8844410012804362,+0000.1140929009507550,+0000.0010410699557223,+0000.0000007802401276
+0000.0000250599047829,+0000.0003221687806014,+0000.8789758728891922,+0000.1195243211068769,+0000.0011516984432412,+0000.0000008788753120
+0000.0000201633886275,+0000.0002641136465770,+0000.8734278703590398,+0000.1250162183529415,+0000.0012706477935794,+0000.0000009864592416
+0000.0000163230896017,+0000.0002165123743584,+0000.8678051384071340,+0000.1305626460158585,+0000.0013982764001299,+0000.0000011037129243
+0000.0000133177505122,+0000.0001774948050112,+0000.8621154069293931,+0000.1361576050750844,+0000.0015349438664435,+0000.0000012315735621
+0000.0000109735223702,+0000.0001455240803242,+0000.8563660705721620,+0000.1417950501252812,+0000.0016810104342827,+0000.0000013712655869
+0000.0000091537574214,+0000.0001193374386173,+0000.8505642525409676,+0000.1474688955133414,+0000.0018368363955716,+0000.0000015243540885
+0000.0000077510841210,+0000.0000978974911266,+0000.8447168555401092,+0000.1531730216386318,+0000.0020027814924308,+0000.0000016927535884
+0000.0000066812850261,+0000.0000803521307517,+0000.8388306021979989,+0000.1589012814053932,+0000.0021792043144345,+0000.0000018786664041
+0000.0000058785874382,+0000.0000660015530538,+0000.8329120668974441,+0000.1646475068157102,+0000.0023664617067313,+0000.0000020844396304
+0000.0000052920383691,+0000.0000542711352076,+0000.8269677005763792,+0000.1704055156907081,+0000.0025649082041600,+0000.0000023123551842
+0000.0000048826894997,+0000.0000446891334123,+0000.8210038497754474,+0000.1761691185074501,+0000.0027748955030948,+0000.0000025643911044
+0000.0000046213782965,+0000.0000368683349342,+0000.8150267709708560,+0000.1819321253404087,+0000.0029967719750758,+0000.0000028420004375
+0000.0000044869563664,+0000.0000304909490679,+0000.8090426410342197,+0000.1876883528999343,+0000.0032308822175993,+0000.0000031459428211
+0000.0000044648697278,+0000.0000252961508259,+0000.8030575644995043,+0000.1934316316656065,+0000.0034775666315427,+0000.0000034761828022
+0000.0000045460222728,+0000.0000210698070850,+0000.7970775781870383,+0000.1991558131183952,+0000.0037371610132668,+0000.0000038318519515
+0000.0000047258485294,+0000.0000176360191994,+0000.7911086536340459,+0000.2048547770799392,+0000.0040099961513708,+0000.0000042112669248
+0000.0000050034915814,+0000.0000148502091587,+0000.7851566977097019,+0000.2105224391669200,+0000.0042963974208568,+0000.0000046120017905
+0000.0000053809414172,+0000.0000125935561357,+0000.7792275517502907,+0000.2161527583597823,+0000.0045966843689389,+0000.0000050310234447
+0000.0000058619613648,+0000.0000107686484056,+0000.7733269895348508,+0000.2217397446641793,+0000.0049111702861245,+0000.0000054649050848
+0000.0000064506496331,+0000.0000092962349355,+0000.7674607144266693,+0000.2272774668081339,+0000.0052401617541358,+0000.0000059101265023
+0000.0000071495856886,+0000.0000081129211630,+0000.7616343560152391,+0000.2327600598697532,+0000.0055839581605639,+0000.0000063634476021
+0000.0000079577082249,+0000.0000071695509651,+0000.7558534665831822,+0000.2381817326780530,+0000.0059428511711709,+0000.0000068223084141
+0000.0000088683129030,+0000.0000064298895340,+0000.7501235176711742,+0000.2435367747890001,+0000.0063171241560983,+0000.0000072851813006
+0000.0000098677284075,+0000.0000058691526862,+0000.7444498969156439,+0000.2488195628292380,+0000.0067070515754026,+0000.0000077517986319
+0000.0000109352037518,+0000.0000054720034595,+0000.7388379052094174,+0000.2540245660345937,+0000.0071128983392510,+0000.0000082232095370
+0000.0000120442733352,+0000.0000052298795324,+0000.7332927541239471,+0000.2591463508893414,+0000.0075349191645990,+0000.0000087016692556
+0000.0000131654428679,+0000.0000051378480799,+0000.7278195634699636,+0000.2641795848798926,+0000.0079733579505301,+0000.0000091904086766
+0000.0000142696341427,+0000.0000051914643235,+0000.7224233588740550,+0000.2691190394876324,+0000.0084284471891246,+0000.0000096933507322
+0000.0000153316104131,+0000.0000053842074991,+0000.7171090692948046,+0000.2739595926339892,+0000.0089004074206691,+0000.0000102148326352
